0.979796,0.014344
0.944400,0.018952
0.973329,0.032685
0.938591,0.011858
0.776643,0.029718
0.961769,0.031476
0.935414,0.006612
0.866025,0.013217
0.811844,0.005176
0.948683,0.008019
0.885316,0.001270
0.840168,0.003133
0.838274,0.016644
0.984732,0.001251
0.925820,0.001156
46,0.019222
0.979796,0.014344
0.944400,0.018952
0.973329,0.032685
0.938591,0.011858
0.776643,0.029718
0.961769,0.031476
0.935414,0.006612
0.866025,0.013217
0.811844,0.005176
0.948683,0.008019
0.885316,0.001270
0.840168,0.003133
0.838274,0.016644
0.984732,0.001251
0.925820,0.001156
46,0.019222
0.979796,0.014344
0.944400,0.018952
0.973329,0.032685
0.938591,0.011858
0.776643,0.029718
0.961769,0.031476
0.935414,0.006612
0.866025,0.013217
0.811844,0.005176
0.948683,0.008019
0.885316,0.001270
0.840168,0.003133
0.838274,0.016644
0.984732,0.001251
0.925820,0.001156
46,0.019222
